participant_id,trial_participant,difficulty,signal,stimulus_type,trial_in_condition,rt,choice,correct_choice,accuracy
2,2889,easy,absent,simple,889,0.520,0,0,1
2,2890,easy,absent,simple,890,0.670,0,0,1
2,2891,easy,absent,simple,891,0.783,0,0,1
2,2892,easy,absent,simple,892,1.060,0,0,1
2,2893,easy,absent,simple,893,0.517,0,0,1
2,2894,easy,absent,simple,894,0.626,0,0,1
2,2895,easy,absent,simple,895,0.775,0,0,1
2,2896,easy,absent,simple,896,0.731,0,0,1
2,2897,easy,absent,simple,897,1.030,0,0,1
2,2898,easy,absent,simple,898,0.501,0,0,1
2,2899,easy,absent,simple,899,0.496,0,0,1
2,2900,easy,absent,simple,900,1.318,0,0,1
2,2901,easy,absent,simple,901,0.651,0,0,1
2,2902,easy,absent,simple,902,1.402,0,0,1
2,2903,easy,absent,simple,903,0.571,0,0,1
2,2904,easy,absent,simple,904,0.544,0,0,1
2,2905,easy,absent,simple,905,1.065,0,0,1
2,2906,easy,absent,simple,906,0.533,0,0,1
2,2907,easy,absent,simple,907,0.727,0,0,1
2,2908,easy,absent,simple,908,0.613,0,0,1
2,2909,easy,absent,simple,909,0.500,0,0,1
2,2910,easy,absent,simple,910,0.592,0,0,1
2,2911,easy,absent,simple,911,0.559,0,0,1
2,2912,easy,absent,simple,912,0.743,0,0,1
2,2913,easy,absent,simple,913,0.524,0,0,1
2,2914,easy,absent,simple,914,0.647,0,0,1
2,2915,easy,absent,simple,915,0.622,0,0,1
2,2916,easy,absent,simple,916,0.807,0,0,1
2,2917,easy,absent,simple,917,0.611,0,0,1
2,2918,easy,absent,simple,918,0.491,0,0,1
2,2919,easy,absent,simple,919,1.312,0,0,1
2,2920,easy,absent,simple,920,0.487,0,0,1
2,2921,easy,absent,simple,921,0.873,0,0,1
2,2922,easy,absent,simple,922,0.624,0,0,1
2,2923,easy,absent,simple,923,0.699,0,0,1
2,2924,easy,absent,simple,924,0.605,0,0,1
2,2925,easy,absent,simple,925,1.119,0,0,1
2,2926,easy,absent,simple,926,0.841,0,0,1
2,2927,easy,absent,simple,927,1.135,0,0,1
2,2928,easy,absent,simple,928,0.930,0,0,1
2,2929,easy,absent,simple,929,0.426,0,0,1
2,2930,easy,absent,simple,930,1.032,0,0,1
2,2931,easy,absent,simple,931,0.562,0,0,1
2,2932,easy,absent,simple,932,0.415,0,0,1
2,2933,easy,absent,simple,933,0.535,0,0,1
2,2934,easy,absent,simple,934,0.447,0,0,1
2,2935,easy,absent,simple,935,0.763,0,0,1
2,2936,easy,absent,simple,936,0.473,0,0,1
2,2937,easy,absent,simple,937,0.494,0,0,1
2,2938,easy,absent,simple,938,1.864,0,0,1
2,2939,easy,absent,simple,939,0.527,0,0,1
2,2940,easy,absent,simple,940,1.147,0,0,1
2,2941,easy,absent,simple,941,1.350,0,0,1
2,2942,easy,absent,simple,942,1.251,0,0,1
2,2943,easy,absent,simple,943,0.757,0,0,1
2,2944,easy,absent,simple,944,0.912,0,0,1
2,2945,easy,absent,simple,945,0.498,0,0,1
2,2946,easy,absent,simple,946,0.959,0,0,1
2,2947,easy,absent,simple,947,0.759,0,0,1
2,2948,easy,absent,simple,948,0.774,0,0,1
2,2949,easy,absent,simple,949,0.866,0,0,1
2,2950,easy,absent,simple,950,1.446,0,0,1
2,2951,easy,absent,simple,951,1.796,0,0,1
2,2952,easy,absent,simple,952,1.626,0,0,1
2,2953,easy,absent,simple,953,0.491,0,0,1
2,2954,easy,absent,simple,954,0.444,0,0,1
2,2955,easy,absent,simple,955,0.932,0,0,1
2,2956,easy,absent,simple,956,0.459,0,0,1
2,2957,easy,absent,simple,957,0.633,0,0,1
2,2958,easy,absent,simple,958,0.783,0,0,1
2,2959,easy,absent,simple,959,0.554,0,0,1
2,2960,easy,absent,simple,960,0.928,0,0,1
2,2961,easy,absent,simple,961,0.578,0,0,1
2,2962,easy,absent,simple,962,0.755,0,0,1
2,2963,easy,absent,simple,963,0.576,0,0,1
2,2964,easy,absent,simple,964,0.920,0,0,1
2,2965,easy,absent,simple,965,0.686,0,0,1
2,2966,easy,absent,simple,966,0.804,0,0,1
2,2967,easy,absent,simple,967,1.101,0,0,1
2,2968,easy,absent,simple,968,0.444,0,0,1
2,2969,easy,absent,simple,969,0.406,0,0,1
2,2970,easy,absent,simple,970,0.586,0,0,1
2,2971,easy,absent,simple,971,1.185,0,0,1
2,2972,easy,absent,simple,972,0.410,0,0,1
2,2973,easy,absent,simple,973,0.951,0,0,1
2,2974,easy,absent,simple,974,0.750,0,0,1
2,2975,easy,absent,simple,975,0.871,0,0,1
2,2976,easy,absent,simple,976,1.652,0,0,1
2,2977,easy,absent,simple,977,0.926,0,0,1
2,2978,easy,absent,simple,978,0.569,0,0,1
2,2979,easy,absent,simple,979,1.270,0,0,1
2,2980,easy,absent,simple,980,0.602,0,0,1
2,2981,easy,absent,simple,981,0.766,0,0,1
2,2982,easy,absent,simple,982,0.536,0,0,1
2,2983,easy,absent,simple,983,0.663,0,0,1
2,2984,easy,absent,simple,984,1.477,0,0,1
2,2985,easy,absent,simple,985,0.748,0,0,1
2,2986,easy,absent,simple,986,0.764,0,0,1
2,2987,easy,absent,simple,987,0.475,0,0,1
2,2988,easy,absent,simple,988,0.515,0,0,1
2,2989,easy,absent,simple,989,1.891,0,0,1
2,2990,easy,absent,simple,990,0.757,0,0,1
2,2991,easy,absent,simple,991,0.923,0,0,1
2,2992,easy,absent,simple,992,0.552,0,0,1
2,2993,easy,absent,simple,993,1.136,0,0,1
2,2994,easy,absent,simple,994,0.646,0,0,1
2,2995,easy,absent,simple,995,0.781,0,0,1
2,2996,easy,absent,simple,996,0.893,0,0,1
2,2997,easy,absent,simple,997,0.843,0,0,1
2,2998,easy,absent,simple,998,0.679,0,0,1
2,2999,easy,absent,simple,999,1.611,0,0,1
2,3000,easy,absent,simple,1000,1.370,0,0,1
2,3001,easy,absent,simple,1001,1.161,0,0,1
2,3002,easy,absent,simple,1002,0.533,0,0,1
2,3003,easy,absent,simple,1003,0.628,0,0,1
2,3004,easy,absent,simple,1004,0.445,0,0,1
2,3005,easy,absent,simple,1005,1.544,0,0,1
2,3006,easy,absent,simple,1006,0.695,0,0,1
2,3007,easy,absent,complex,1,0.586,1,0,0
2,3008,easy,absent,complex,2,0.951,1,0,0
2,3009,easy,absent,complex,3,0.978,1,0,0
2,3010,easy,absent,complex,4,0.930,1,0,0
2,3011,easy,absent,complex,5,0.807,1,0,0
2,3012,easy,absent,complex,6,1.122,1,0,0
2,3013,easy,absent,complex,7,0.817,1,0,0
2,3014,easy,absent,complex,8,0.634,1,0,0
2,3015,easy,absent,complex,9,0.883,1,0,0
2,3016,easy,absent,complex,10,0.824,1,0,0
2,3017,easy,absent,complex,11,1.000,1,0,0
2,3018,easy,absent,complex,12,0.785,1,0,0
2,3019,easy,absent,complex,13,1.034,1,0,0
2,3020,easy,absent,complex,14,0.777,1,0,0
2,3021,easy,absent,complex,15,0.992,1,0,0
2,3022,easy,absent,complex,16,0.798,1,0,0
2,3023,easy,absent,complex,17,1.057,1,0,0
2,3024,easy,absent,complex,18,1.112,1,0,0
2,3025,easy,absent,complex,19,0.805,1,0,0
2,3026,easy,absent,complex,20,0.691,1,0,0
2,3027,easy,absent,complex,21,0.930,1,0,0
2,3028,easy,absent,complex,22,0.795,1,0,0
2,3029,easy,absent,complex,23,0.581,1,0,0
2,3030,easy,absent,complex,24,0.869,1,0,0
2,3031,easy,absent,complex,25,1.249,1,0,0
2,3032,easy,absent,complex,26,0.783,1,0,0
2,3033,easy,absent,complex,27,0.826,1,0,0
2,3034,easy,absent,complex,28,0.752,1,0,0
2,3035,easy,absent,complex,29,1.025,1,0,0
2,3036,easy,absent,complex,30,0.605,1,0,0
2,3037,easy,absent,complex,31,0.821,1,0,0
2,3038,easy,absent,complex,32,0.907,1,0,0
2,3039,easy,absent,complex,33,0.838,1,0,0
2,3040,easy,absent,complex,34,1.225,1,0,0
2,3041,easy,absent,complex,35,1.791,1,0,0
2,3042,easy,absent,complex,36,0.683,1,0,0
2,3043,easy,absent,complex,37,0.899,1,0,0
2,3044,easy,absent,complex,38,0.667,1,0,0
2,3045,easy,absent,complex,39,0.813,1,0,0
2,3046,easy,absent,complex,40,1.103,1,0,0
2,3047,easy,absent,complex,41,0.586,1,0,0
2,3048,easy,absent,complex,42,1.195,1,0,0
2,3049,easy,absent,complex,43,0.779,1,0,0
2,3050,easy,absent,complex,44,0.720,1,0,0
2,3051,easy,absent,complex,45,0.975,1,0,0
2,3052,easy,absent,complex,46,0.831,1,0,0
2,3053,easy,absent,complex,47,0.679,1,0,0
2,3054,easy,absent,complex,48,0.725,1,0,0
2,3055,easy,absent,complex,49,0.876,1,0,0
2,3056,easy,absent,complex,50,1.714,1,0,0
2,3057,easy,absent,complex,51,0.645,1,0,0
2,3058,easy,absent,complex,52,1.251,1,0,0
2,3059,easy,absent,complex,53,1.227,1,0,0
2,3060,easy,absent,complex,54,1.155,1,0,0
2,3061,easy,absent,complex,55,1.257,1,0,0
2,3062,easy,absent,complex,56,0.677,1,0,0
2,3063,easy,absent,complex,57,0.619,1,0,0
2,3064,easy,absent,complex,58,0.767,1,0,0
2,3065,easy,absent,complex,59,0.802,1,0,0
2,3066,easy,absent,complex,60,1.402,1,0,0
2,3067,easy,absent,complex,61,0.711,1,0,0
2,3068,easy,absent,complex,62,1.488,1,0,0
2,3069,easy,absent,complex,63,0.837,1,0,0
2,3070,easy,absent,complex,64,0.686,1,0,0
2,3071,easy,absent,complex,65,0.886,1,0,0
2,3072,easy,absent,complex,66,0.858,1,0,0
2,3073,easy,absent,complex,67,0.855,1,0,0
2,3074,easy,absent,complex,68,1.784,1,0,0
2,3075,easy,absent,complex,69,0.704,1,0,0
2,3076,easy,absent,complex,70,0.989,1,0,0
2,3077,easy,absent,complex,71,0.704,1,0,0
2,3078,easy,absent,complex,72,0.696,1,0,0
2,3079,easy,absent,complex,73,0.665,1,0,0
2,3080,easy,absent,complex,74,0.964,1,0,0
2,3081,easy,absent,complex,75,0.579,1,0,0
2,3082,easy,absent,complex,76,1.131,1,0,0
2,3083,easy,absent,complex,77,1.587,1,0,0
2,3084,easy,absent,complex,78,0.733,1,0,0
2,3085,easy,absent,complex,79,0.662,1,0,0
2,3086,easy,absent,complex,80,0.957,1,0,0
2,3087,easy,absent,complex,81,0.658,1,0,0
2,3088,easy,absent,complex,82,0.948,1,0,0
2,3089,easy,absent,complex,83,0.915,1,0,0
2,3090,easy,absent,complex,84,1.647,1,0,0
2,3091,easy,absent,complex,85,0.892,1,0,0
2,3092,easy,absent,complex,86,0.739,1,0,0
2,3093,easy,absent,complex,87,1.135,1,0,0
2,3094,easy,absent,complex,88,0.986,1,0,0
2,3095,easy,absent,complex,89,0.775,1,0,0
2,3096,easy,absent,complex,90,0.723,1,0,0
2,3097,easy,absent,complex,91,0.919,1,0,0
2,3098,easy,absent,complex,92,0.753,1,0,0
2,3099,easy,absent,complex,93,1.444,1,0,0
2,3100,easy,absent,complex,94,1.198,1,0,0
2,3101,easy,absent,complex,95,0.581,1,0,0
2,3102,easy,absent,complex,96,0.856,1,0,0
2,3103,easy,absent,complex,97,0.638,1,0,0
2,3104,easy,absent,complex,98,0.792,1,0,0
2,3105,easy,absent,complex,99,0.730,1,0,0
2,3106,easy,absent,complex,100,0.808,1,0,0
2,3107,easy,absent,complex,101,0.883,1,0,0
2,3108,easy,absent,complex,102,0.590,1,0,0
2,3109,easy,absent,complex,103,1.026,1,0,0
2,3110,easy,absent,complex,104,0.771,1,0,0
2,3111,easy,absent,complex,105,1.289,1,0,0
2,3112,easy,absent,complex,106,1.160,1,0,0
2,3113,easy,absent,complex,107,1.145,1,0,0
2,3114,easy,absent,complex,108,1.177,1,0,0
2,3115,easy,absent,complex,109,0.747,1,0,0
2,3116,easy,absent,complex,110,0.661,1,0,0
2,3117,easy,absent,complex,111,0.716,1,0,0
2,3118,easy,absent,complex,112,0.690,1,0,0
2,3119,easy,absent,complex,113,1.165,1,0,0
2,3120,easy,absent,complex,114,0.652,1,0,0
2,3121,easy,absent,complex,115,0.930,1,0,0
2,3122,easy,absent,complex,116,1.438,1,0,0
2,3123,easy,absent,complex,117,0.833,1,0,0
2,3124,easy,absent,complex,118,0.644,1,0,0
2,3125,easy,absent,complex,119,1.118,1,0,0
2,3126,easy,absent,complex,120,1.037,1,0,0
2,3127,easy,absent,complex,121,1.210,1,0,0
2,3128,easy,absent,complex,122,1.374,1,0,0
2,3129,easy,absent,complex,123,0.730,1,0,0
2,3130,easy,absent,complex,124,1.322,1,0,0
2,3131,easy,absent,complex,125,0.596,1,0,0
2,3132,easy,absent,complex,126,1.756,1,0,0
2,3133,easy,absent,complex,127,0.918,1,0,0
2,3134,easy,absent,complex,128,1.038,1,0,0
2,3135,easy,absent,complex,129,1.049,1,0,0
2,3136,easy,absent,complex,130,0.587,1,0,0
2,3137,easy,absent,complex,131,0.676,1,0,0
2,3138,easy,absent,complex,132,0.817,1,0,0
2,3139,easy,absent,complex,133,0.675,1,0,0
2,3140,easy,absent,complex,134,0.963,1,0,0
2,3141,easy,absent,complex,135,1.233,1,0,0
2,3142,easy,absent,complex,136,0.672,1,0,0
2,3143,easy,absent,complex,137,1.198,1,0,0
2,3144,easy,absent,complex,138,1.133,1,0,0
2,3145,easy,absent,complex,139,1.710,1,0,0
2,3146,easy,absent,complex,140,0.669,1,0,0
2,3147,easy,absent,complex,141,0.638,1,0,0
2,3148,easy,absent,complex,142,0.782,1,0,0
2,3149,easy,absent,complex,143,0.804,1,0,0
2,3150,easy,absent,complex,144,0.899,1,0,0
2,3151,easy,absent,complex,145,0.923,1,0,0
2,3152,easy,absent,complex,146,0.652,1,0,0
2,3153,easy,absent,complex,147,1.222,1,0,0
2,3154,easy,absent,complex,148,1.502,1,0,0
2,3155,easy,absent,complex,149,0.646,1,0,0
2,3156,easy,absent,complex,150,0.793,1,0,0
2,3157,easy,absent,complex,151,0.655,1,0,0
2,3158,easy,absent,complex,152,1.200,1,0,0
2,3159,easy,absent,complex,153,1.888,1,0,0
2,3160,easy,absent,complex,154,0.613,1,0,0
2,3161,easy,absent,complex,155,0.912,1,0,0
2,3162,easy,absent,complex,156,1.072,1,0,0
2,3163,easy,absent,complex,157,0.665,1,0,0
2,3164,easy,absent,complex,158,1.006,1,0,0
2,3165,easy,absent,complex,159,1.041,1,0,0
2,3166,easy,absent,complex,160,0.861,1,0,0
2,3167,easy,absent,complex,161,1.187,1,0,0
2,3168,easy,absent,complex,162,0.657,1,0,0
2,3169,easy,absent,complex,163,0.908,1,0,0
2,3170,easy,absent,complex,164,0.715,1,0,0
2,3171,easy,absent,complex,165,0.986,1,0,0
2,3172,easy,absent,complex,166,1.310,1,0,0
2,3173,easy,absent,complex,167,0.710,1,0,0
2,3174,easy,absent,complex,168,0.618,1,0,0
2,3175,easy,absent,complex,169,1.728,1,0,0
2,3176,easy,absent,complex,170,0.594,1,0,0
2,3177,easy,absent,complex,171,1.135,1,0,0
2,3178,easy,absent,complex,172,0.771,0,0,1
2,3179,easy,absent,complex,173,1.543,0,0,1
2,3180,easy,absent,complex,174,0.856,0,0,1
2,3181,easy,absent,complex,175,1.234,0,0,1
2,3182,easy,absent,complex,176,0.898,0,0,1
2,3183,easy,absent,complex,177,1.272,0,0,1
2,3184,easy,absent,complex,178,0.612,0,0,1
2,3185,easy,absent,complex,179,0.669,0,0,1
2,3186,easy,absent,complex,180,1.012,0,0,1
2,3187,easy,absent,complex,181,1.059,0,0,1
2,3188,easy,absent,complex,182,1.072,0,0,1
2,3189,easy,absent,complex,183,0.694,0,0,1
2,3190,easy,absent,complex,184,1.186,0,0,1
2,3191,easy,absent,complex,185,0.790,0,0,1
2,3192,easy,absent,complex,186,1.091,0,0,1
2,3193,easy,absent,complex,187,0.762,0,0,1
2,3194,easy,absent,complex,188,0.779,0,0,1
2,3195,easy,absent,complex,189,1.284,0,0,1
2,3196,easy,absent,complex,190,0.789,0,0,1
2,3197,easy,absent,complex,191,1.150,0,0,1
2,3198,easy,absent,complex,192,0.752,0,0,1
2,3199,easy,absent,complex,193,0.719,0,0,1
2,3200,easy,absent,complex,194,0.633,0,0,1
2,3201,easy,absent,complex,195,1.086,0,0,1
2,3202,easy,absent,complex,196,0.651,0,0,1
2,3203,easy,absent,complex,197,0.715,0,0,1
2,3204,easy,absent,complex,198,0.877,0,0,1
2,3205,easy,absent,complex,199,0.663,0,0,1
2,3206,easy,absent,complex,200,1.103,0,0,1
2,3207,easy,absent,complex,201,0.946,0,0,1
2,3208,easy,absent,complex,202,0.988,0,0,1
2,3209,easy,absent,complex,203,0.583,0,0,1
2,3210,easy,absent,complex,204,1.211,0,0,1
2,3211,easy,absent,complex,205,1.470,0,0,1
2,3212,easy,absent,complex,206,0.708,0,0,1
2,3213,easy,absent,complex,207,0.664,0,0,1
2,3214,easy,absent,complex,208,0.852,0,0,1
2,3215,easy,absent,complex,209,0.814,0,0,1
2,3216,easy,absent,complex,210,1.182,0,0,1
2,3217,easy,absent,complex,211,1.082,0,0,1
2,3218,easy,absent,complex,212,0.810,0,0,1
2,3219,easy,absent,complex,213,1.327,0,0,1
2,3220,easy,absent,complex,214,1.003,0,0,1
2,3221,easy,absent,complex,215,0.622,0,0,1
2,3222,easy,absent,complex,216,1.516,0,0,1
2,3223,easy,absent,complex,217,0.962,0,0,1
2,3224,easy,absent,complex,218,1.119,0,0,1
2,3225,easy,absent,complex,219,0.857,0,0,1
2,3226,easy,absent,complex,220,0.808,0,0,1
2,3227,easy,absent,complex,221,0.841,0,0,1
2,3228,easy,absent,complex,222,0.781,0,0,1
2,3229,easy,absent,complex,223,0.684,0,0,1
2,3230,easy,absent,complex,224,0.663,0,0,1
2,3231,easy,absent,complex,225,0.784,0,0,1
2,3232,easy,absent,complex,226,0.833,0,0,1
2,3233,easy,absent,complex,227,0.700,0,0,1
2,3234,easy,absent,complex,228,1.476,0,0,1
2,3235,easy,absent,complex,229,1.563,0,0,1
2,3236,easy,absent,complex,230,0.741,0,0,1
2,3237,easy,absent,complex,231,0.908,0,0,1
2,3238,easy,absent,complex,232,0.881,0,0,1
2,3239,easy,absent,complex,233,0.902,0,0,1
2,3240,easy,absent,complex,234,1.177,0,0,1
2,3241,easy,absent,complex,235,0.731,0,0,1
2,3242,easy,absent,complex,236,1.475,0,0,1
2,3243,easy,absent,complex,237,0.613,0,0,1
2,3244,easy,absent,complex,238,0.882,0,0,1
2,3245,easy,absent,complex,239,0.895,0,0,1
2,3246,easy,absent,complex,240,0.616,0,0,1
2,3247,easy,absent,complex,241,0.808,0,0,1
2,3248,easy,absent,complex,242,0.898,0,0,1
2,3249,easy,absent,complex,243,0.699,0,0,1
2,3250,easy,absent,complex,244,0.852,0,0,1
2,3251,easy,absent,complex,245,0.984,0,0,1
2,3252,easy,absent,complex,246,1.229,0,0,1
2,3253,easy,absent,complex,247,1.089,0,0,1
2,3254,easy,absent,complex,248,1.122,0,0,1
2,3255,easy,absent,complex,249,0.679,0,0,1
2,3256,easy,absent,complex,250,0.702,0,0,1
2,3257,easy,absent,complex,251,0.926,0,0,1
2,3258,easy,absent,complex,252,0.604,0,0,1
2,3259,easy,absent,complex,253,1.450,0,0,1
2,3260,easy,absent,complex,254,1.037,0,0,1
2,3261,easy,absent,complex,255,1.072,0,0,1
2,3262,easy,absent,complex,256,0.838,0,0,1
2,3263,easy,absent,complex,257,1.597,0,0,1
2,3264,easy,absent,complex,258,0.820,0,0,1
2,3265,easy,absent,complex,259,0.878,0,0,1
2,3266,easy,absent,complex,260,1.230,0,0,1
2,3267,easy,absent,complex,261,1.491,0,0,1
2,3268,easy,absent,complex,262,1.380,0,0,1
2,3269,easy,absent,complex,263,0.865,0,0,1
2,3270,easy,absent,complex,264,0.927,0,0,1
2,3271,easy,absent,complex,265,0.880,0,0,1
2,3272,easy,absent,complex,266,0.613,0,0,1
2,3273,easy,absent,complex,267,0.881,0,0,1
2,3274,easy,absent,complex,268,0.718,0,0,1
2,3275,easy,absent,complex,269,1.044,0,0,1
2,3276,easy,absent,complex,270,0.805,0,0,1
2,3277,easy,absent,complex,271,0.988,0,0,1
2,3278,easy,absent,complex,272,1.233,0,0,1
2,3279,easy,absent,complex,273,1.026,0,0,1
2,3280,easy,absent,complex,274,0.677,0,0,1
2,3281,easy,absent,complex,275,1.267,0,0,1
2,3282,easy,absent,complex,276,1.453,0,0,1
2,3283,easy,absent,complex,277,0.899,0,0,1
2,3284,easy,absent,complex,278,1.351,0,0,1
2,3285,easy,absent,complex,279,0.579,0,0,1
2,3286,easy,absent,complex,280,0.621,0,0,1
2,3287,easy,absent,complex,281,0.661,0,0,1
2,3288,easy,absent,complex,282,1.106,0,0,1
2,3289,easy,absent,complex,283,0.651,0,0,1
2,3290,easy,absent,complex,284,1.034,0,0,1
2,3291,easy,absent,complex,285,1.227,0,0,1
2,3292,easy,absent,complex,286,0.626,0,0,1
2,3293,easy,absent,complex,287,0.857,0,0,1
2,3294,easy,absent,complex,288,1.231,0,0,1
2,3295,easy,absent,complex,289,0.893,0,0,1
2,3296,easy,absent,complex,290,0.621,0,0,1
2,3297,easy,absent,complex,291,1.370,0,0,1
2,3298,easy,absent,complex,292,1.340,0,0,1
2,3299,easy,absent,complex,293,0.908,0,0,1
2,3300,easy,absent,complex,294,0.726,0,0,1
2,3301,easy,absent,complex,295,1.115,0,0,1
2,3302,easy,absent,complex,296,0.678,0,0,1
2,3303,easy,absent,complex,297,1.189,0,0,1
2,3304,easy,absent,complex,298,0.627,0,0,1
2,3305,easy,absent,complex,299,0.994,0,0,1
2,3306,easy,absent,complex,300,1.029,0,0,1
2,3307,easy,absent,complex,301,0.688,0,0,1
2,3308,easy,absent,complex,302,0.653,0,0,1
2,3309,easy,absent,complex,303,1.532,0,0,1
2,3310,easy,absent,complex,304,0.890,0,0,1
2,3311,easy,absent,complex,305,1.156,0,0,1
2,3312,easy,absent,complex,306,1.732,0,0,1
2,3313,easy,absent,complex,307,1.064,0,0,1
2,3314,easy,absent,complex,308,1.173,0,0,1
2,3315,easy,absent,complex,309,1.529,0,0,1
2,3316,easy,absent,complex,310,0.779,0,0,1
2,3317,easy,absent,complex,311,0.655,0,0,1
2,3318,easy,absent,complex,312,0.618,0,0,1
2,3319,easy,absent,complex,313,0.660,0,0,1
2,3320,easy,absent,complex,314,0.753,0,0,1
2,3321,easy,absent,complex,315,1.321,0,0,1
2,3322,easy,absent,complex,316,1.141,0,0,1
2,3323,easy,absent,complex,317,0.893,0,0,1
2,3324,easy,absent,complex,318,0.819,0,0,1
2,3325,easy,absent,complex,319,0.991,0,0,1
2,3326,easy,absent,complex,320,0.599,0,0,1
2,3327,easy,absent,complex,321,0.887,0,0,1
2,3328,easy,absent,complex,322,0.819,0,0,1
2,3329,easy,absent,complex,323,0.881,0,0,1
2,3330,easy,absent,complex,324,1.164,0,0,1
2,3331,easy,absent,complex,325,0.953,0,0,1
2,3332,easy,absent,complex,326,1.472,0,0,1
2,3333,easy,absent,complex,327,0.904,0,0,1
2,3334,easy,absent,complex,328,0.668,0,0,1
2,3335,easy,absent,complex,329,0.746,0,0,1
2,3336,easy,absent,complex,330,0.725,0,0,1
2,3337,easy,absent,complex,331,1.000,0,0,1
2,3338,easy,absent,complex,332,0.970,0,0,1
2,3339,easy,absent,complex,333,0.673,0,0,1
2,3340,easy,absent,complex,334,1.527,0,0,1
2,3341,easy,absent,complex,335,1.324,0,0,1
2,3342,easy,absent,complex,336,0.758,0,0,1
2,3343,easy,absent,complex,337,1.694,0,0,1
2,3344,easy,absent,complex,338,1.361,0,0,1
2,3345,easy,absent,complex,339,0.893,0,0,1
2,3346,easy,absent,complex,340,1.033,0,0,1
2,3347,easy,absent,complex,341,1.026,0,0,1
2,3348,easy,absent,complex,342,0.936,0,0,1
2,3349,easy,absent,complex,343,0.667,0,0,1
2,3350,easy,absent,complex,344,0.964,0,0,1
2,3351,easy,absent,complex,345,0.614,0,0,1
2,3352,easy,absent,complex,346,1.053,0,0,1
2,3353,easy,absent,complex,347,0.888,0,0,1
2,3354,easy,absent,complex,348,0.851,0,0,1
2,3355,easy,absent,complex,349,0.679,0,0,1
2,3356,easy,absent,complex,350,0.859,0,0,1
2,3357,easy,absent,complex,351,0.915,0,0,1
2,3358,easy,absent,complex,352,0.934,0,0,1
2,3359,easy,absent,complex,353,0.650,0,0,1
2,3360,easy,absent,complex,354,1.150,0,0,1
2,3361,easy,absent,complex,355,1.246,0,0,1
2,3362,easy,absent,complex,356,1.047,0,0,1
2,3363,easy,absent,complex,357,0.809,0,0,1
2,3364,easy,absent,complex,358,0.629,0,0,1
2,3365,easy,absent,complex,359,0.578,0,0,1
2,3366,easy,absent,complex,360,0.819,0,0,1
2,3367,easy,absent,complex,361,0.656,0,0,1
2,3368,easy,absent,complex,362,1.596,0,0,1
2,3369,easy,absent,complex,363,0.712,0,0,1
2,3370,easy,absent,complex,364,0.674,0,0,1
2,3371,easy,absent,complex,365,0.643,0,0,1
2,3372,easy,absent,complex,366,1.122,0,0,1
2,3373,easy,absent,complex,367,0.635,0,0,1
2,3374,easy,absent,complex,368,0.611,0,0,1
2,3375,easy,absent,complex,369,0.836,0,0,1
2,3376,easy,absent,complex,370,0.806,0,0,1
2,3377,easy,absent,complex,371,0.691,0,0,1
2,3378,easy,absent,complex,372,1.368,0,0,1
2,3379,easy,absent,complex,373,0.718,0,0,1
2,3380,easy,absent,complex,374,0.878,0,0,1
2,3381,easy,absent,complex,375,0.635,0,0,1
2,3382,easy,absent,complex,376,0.674,0,0,1
2,3383,easy,absent,complex,377,0.806,0,0,1
2,3384,easy,absent,complex,378,0.740,0,0,1
2,3385,easy,absent,complex,379,0.739,0,0,1
2,3386,easy,absent,complex,380,0.866,0,0,1
2,3387,easy,absent,complex,381,1.017,0,0,1
2,3388,easy,absent,complex,382,0.731,0,0,1
2,3389,easy,absent,complex,383,0.660,0,0,1
2,3390,easy,absent,complex,384,1.377,0,0,1
2,3391,easy,absent,complex,385,1.374,0,0,1
2,3392,easy,absent,complex,386,0.727,0,0,1
2,3393,easy,absent,complex,387,1.196,0,0,1
2,3394,easy,absent,complex,388,0.955,0,0,1
2,3395,easy,absent,complex,389,0.757,0,0,1
2,3396,easy,absent,complex,390,0.709,0,0,1
2,3397,easy,absent,complex,391,0.764,0,0,1
2,3398,easy,absent,complex,392,0.556,0,0,1
2,3399,easy,absent,complex,393,0.726,0,0,1
2,3400,easy,absent,complex,394,0.858,0,0,1
2,3401,easy,absent,complex,395,0.920,0,0,1
2,3402,easy,absent,complex,396,0.675,0,0,1
2,3403,easy,absent,complex,397,1.180,0,0,1
2,3404,easy,absent,complex,398,1.109,0,0,1
2,3405,easy,absent,complex,399,0.999,0,0,1
2,3406,easy,absent,complex,400,0.958,0,0,1
2,3407,easy,absent,complex,401,0.681,0,0,1
2,3408,easy,absent,complex,402,0.587,0,0,1
2,3409,easy,absent,complex,403,0.689,0,0,1
2,3410,easy,absent,complex,404,0.844,0,0,1
2,3411,easy,absent,complex,405,0.782,0,0,1
2,3412,easy,absent,complex,406,1.163,0,0,1
2,3413,easy,absent,complex,407,0.721,0,0,1
2,3414,easy,absent,complex,408,1.368,0,0,1
2,3415,easy,absent,complex,409,0.716,0,0,1
2,3416,easy,absent,complex,410,0.757,0,0,1
2,3417,easy,absent,complex,411,1.518,0,0,1
2,3418,easy,absent,complex,412,0.596,0,0,1
2,3419,easy,absent,complex,413,0.914,0,0,1
2,3420,easy,absent,complex,414,0.731,0,0,1
2,3421,easy,absent,complex,415,1.156,0,0,1
2,3422,easy,absent,complex,416,0.673,0,0,1
2,3423,easy,absent,complex,417,0.984,0,0,1
2,3424,easy,absent,complex,418,0.833,0,0,1
